text	label
too good	0
claims	1
adulterated	0
speak ill	0
strictly abide	1
my stomach was in a real knot	0
humanely	1
appease	1
repeatedly suggested	1
will back	1
an unambiguous message	1
soul - searching gratitude	1
the leap into the void	0
these accusations	0
with a large degree of confidence	1
infringement	0
pretty strong	0
deepening economic crisis	0
firm opposition	0
welcome	1
are being treated humanely	1
gratuitously destructive	0
fully respected	1
immediate trial for alleged crimes	0
the approval by	1
israel is a spoiled brat of the united states	0
accuses	0
instead	0
remarks calling	0
are being forced	0
did not conform	0
are upset	0
deliberately misinterpreted to suppress the opposition	0
they rubbed their palms at length	0
toll	0
any hope	1
much fairer	1
love	1
it makes no sense	0
rallied for peace	1
had accused	0
was hopeful	1
refuses to bow	0
groundless	0
as a vehicle for increasing personal popularity	1
unprecedented in the history of the comity of nations	0
for his contribution to science and africa 's renaissance	1
deleted	0
are a little testy	0
not on very solid legal ground	0
was neither free nor fair	0
palestinian victims as terrorists	0
resolute defender	1
is determined	1
interests	1
concerns	0
refused	0
to understand	1
wishes to state	1
can not choose	0
big challenge	0
berating	0
it continues to twist the logic of things by turning a blind eye to israeli murderers and describing palestinian victims as terrorists	0
ban on holidays and a golden retirement	0
poking fun	0
has a soft spot	1
had indeed brought it on himself	0
to thwart	1
unusual	0
only	0
has resisted	0
through a crafty ruse	0
telling lies	0
are outraged	0
harm is not limited to the incident itself	0
do n't support	0
killing of a large number of innocent civilians	0
the arrows	0
in a flurry	0
high level of politically motivated violence	0
the problem was disposed of in two hours	0
offered to hold talks	1
free and fair	1
support	1
attacks	0
free fall	0
irresponsible	0
can not be taken seriously	0
so shocking	0
had particularly harsh words for	0
appreciable	1
mate up	1
flawed	0
such a mindset will impair	0
enemy	0
ensured	1
baby - faced	0
is being accepted for the present without much complaint	0
perils of delusion	0
save	1
by force if necessary	0
disavowed	0
intense interrogation	0
actively contributed	1
manipulation	0
hostility towards	0
quite the contrary	0
was so hard on	0
protest	0
one that would be adversely affected	0
the wishes of	1
like crap	0
would withstand	1
worst	0
massive potential market	1
without exception	0
the consensus	1
with the specific objective	1
stymied	0
terrible tragedy	0
wave of social tension	0
extremely dangerous	0
ambiguity	0
criticized	0
will rise	0
anti - democractic	0
a man of peace	1
places strains	0
after the collapse of all their arguments	0
eradication	0
echoed	0
too harsh to be tolerated	0
whether the global ban on torture can be abused on that account is another matter	0
refusal to respond	0
at least	1
anti - soviet hysteria	0
warned	0
was too tainted for elections to be free and fair	0
refusing to identify	0
making remarks unfavorable	0
the support	1
support	1
blow to	1
we should the use the current to our mutual benefit	1
significant	0
aggressive	0
poor response	0
it 's not a bad deal	0
hoped	1
has accused	0
equal footing	1
wanted	1
hailed the end	1
is pleased	1
not allowed to move freely	0
willing to escape , to kill themselves and others	0
supports	1
a disagreement	0
to denounce	0
the principles of kyoto were fine	1
was pleased	1
a superficial exercise	0
suffered persecution	0
want	1
could benefit	1
it could blossom	1
spewed out virulent remarks	0
powerful compulsions it is apparently labouring under	0
a great wall of china in the middle east	0
so help me god	1
cold war heritage	0
will be with	1
gives priority	1
once again turn its back	0
axis of evil rhetoric	0
to maintain calm	1
firing indiscriminately	0
condemned	0
neither very complicated nor very expensive	1
as good as decided	0
	1
held	0
wants	1
congratulates	1
would like to extend	1
was committed to protecting	1
urged	1
kept things vague	0
would do nothing	0
substantially free and fair	1
phenomenon	0
it is not clear	0
the public affairs show	0
more complete	1
provoke	0
not what it is all about	0
exploited	0
for the generosity of his soul	1
grudgingly agreed	0
claiming	0
should criticize	0
warning	0
rejected	0
problems remain	0
cold monster	0
whatsoever	0
locking them up in cages	0
unilateralist overdrive	0
troublemaking	0
picked a quarrel	0
undemocratically	0
criticized	0
any adventure	0
military adventurism	0
unable to come to terms	0
had always denied	0
would only incite	0
relished	0
crisis	0
should not have	0
saw	1
repeated its allegations	0
even more worrying	0
remove their last trousers	0
wisdom and creativity	1
invited	1
justify	1
support or toleration	1
repudiates	0
claims to support	1
expressed a mutual desire	1
an affront to palestinian , arab dignity , and international justice	0
introduce the rioters to their 72 black - eyed virgins	0
condemnation	0
embark on trampling upon human rights of civilians	0
nothing new	0
terrorist allies	0
proposed	1
took such a concerted stance critical	0
understanding and approval	1
mere expression of failure	0
challenging and issuing objections	0
not implemented in practice	0
called for	1
destructive	0
for perishing	0
urged	1
the jewel of the us constitution	1
rightly	0
dictate	0
already placed him in the evil camp	0
free and fair	1
in its hands	0
not only	1
leeway	1
put off	0
backed	1
such us policy	0
lose control	0
demonstrations	0
collapsed	1
this is really an unwise idea	0
will not change	0
supports	1
aimed	1
some goals	1
changes its stand	0
may better	1
ever - deteriorating	0
unexplained logical basis	0
difficulties	0
strong support	1
not only	1
a terrorist act	0
public curiosity	0
failed	0
no one has the right to wage war against the history of this nation	0
cooperate	1
irregularities	0
relatively calm	1
allegations of	0
hard - core	0
to put it mildly	0
do n't accept	0
embraces	1
really had reached	0
cornered	1
smiling	1
hegemonic and belligerent policy	0
concern	0
more heterogeneous	1
the perpetrators	0
it is not possible to rule out the risk of a breakdown	0
bloodbaths	0
more severe	0
which means an indefinite suspension from the commonwealth , a ban on travel for mugabe 's cronies and to freeze their personal assets	0
expressed support	1
questioning	0
incapacity to put crime under control	0
agrees	1
honored his commitment	1
fearing	0
looked like one of hitler 's	0
anger	0
warned	0
harsh	0
readily accept	1
even	1
serve its political purpose	0
agreeing	1
stopped short of being free and fair	0
sensory deprivation	0
will help renew	1
great fanfare	0
strongly denounced	0
sided	1
entrench	0
trust	1
posed a credible security threat	0
to win	1
fiercely condemned by	0
adopt an aggressive policy	0
expressed concern	0
he can work with his troubled neighbor	0
would help	1
suppress fury	1
expressed their satisfaction and support	1
worries	0
well	1
hope	1
urges	1
had assured	1
agreed	1
called for	1
accusing	0
plotting	0
accepted	1
is indeed grateful	1
dismissed	0
equally worryingly	0
to attack	0
did not exactly cover himself in glory	0
accused	0
begins to bear fruit	1
could n't care less	0
would not dilute	1
long and painful	0
promises	1
shoulder to shoulder	1
recommendations	1
to defend	1
groundless plot	0
chile is not iraq , nor is lagos saddam , fortunately , of course	0
ineffective	0
do not even have	0
criticism	0
horror	0
concern that exists	0
confidence	1
the charges were not just fabricated	0
too late	0
force and weapon had the last say	0
those who would destroy it	0
dangerous terrorists	0
futile	0
staggering	0
take advantage of the us tragedy	0
should consider imposing	1
unilateral	0
hurdles in the realization of their vested interests	0
accused	0
terrorist thugs	0
divergent views	0
however	0
grand strategy	0
crowding some of them out of existence	0
not active enough	0
the lack of respect for the human person	0
against	0
can never be right to indulge this disease	0
axis of evil theory	0
everything	0
to approve	1
aims	1
rejected	0
charge	0
invited	1
more credible	1
devastating	0
axis of evil	0
can count	1
disappoint	0
but	0
barely a day after	0
favoured	1
axis of evil	0
has disallowed	0
neocolonial attempt	0
indignation	0
however	0
humane	1
would have had to resign had he not given in	0
stolen	0
should not	0
want to cooperate	1
most cogent argument	1
criticizing	0
hurt	0
really useful	1
no longer fit	0
hard to disagree	1
atrocious conditions	0
complained	0
what is europe	0
pretended to support	1
is a gross mistake	0
this right - this right right	0
this is no blind violence but rather targeted violence	0
meddling	0
criticism	0
chapter of international terror .	0
the refusal	0
wants	1
the cheaters were the imf	1
unselfconsciously	0
not committing	0
threats against freedom of expression , democracy , and legal security	0
threatened	0
more serious	0
agreed	1
we ca n't allow	0
in particular	0
was forced out	0
virtually nothing	0
oh , the horror	0
upped the intensity	0
what raises even more questions	0
formidable deadlock	0
criticized	0
rock - throwing youths responded	0
no incident serious enough to threaten	1
is still taking the cool approach	0
appears to have opted for solidarity in support of	1
anti - israeli decisions	0
agreed	1
scorn	0
hurt	0
disastrous consequences	0
seeks	1
this is crazy	0
expressed concern	0
intends	1
despite all of this , however	0
shoot the man out of office	0
caused shudders	0
welcomed	1
him in so ferocious an image wearing a t - shirt and jogging pants bearing some english letters , baring his teeth and with a glare of hatred in his eyes	0
emptiness	0
interfered	0
strong denunciation	0
criticism	0
do n't want	0
can not imagine anything as beautiful as that	1
a warning	0
denied	0
disobeying uncle sam	0
the worst mistake in the history	0
guilty of using excessive force	0
seek	1
failed the 'free and fair ' test	0
seeks	1
dismissed	0
had rebelled	0
to tighten the noose around the axis of evil	0
suspicions of	0
destroyed	0
they were wrong	0
chance came to sharon 's rescue	1
having supported	1
an excuse	0
beleaguered	0
flaunting it	0
against	0
has been dragging along	0
readiness to facilitate	1
but now	0
merely	0
particularly malaysia , is succeeding	1
calls on	1
threatening	0
were fears	0
evil empire	0
calls	1
appalling	0
sensible	1
regret	0
plotting	0
crowded , unventilated tents	0
of all things	0
cut any routes	0
a rebel province	0
terrorists believe that anything goes	0
took china 's rising military threat	0
taken the israeli government and consequently both the israeli and palestinian peoples hostage	0
has lost control	0
the labyrinth	0
more often than not	0
